AlgaeBloomReportID,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost,TypeofSign_new,days_ago_label
2037,1,47,41.962236,-122.44046,2019-07-08,No,Yes,NA,"Iron Gate Reservoir, at Jay Williams",PacificCorp,NA,Yes,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign. This is one of the monitoring locations, water testing results are listed below. For more info:RESULTS:11/26/2019: Recreational health advisory signs have been removed from the river. 9/9/19: microcystin 9.8 ug/L: Danger advisory8/19/19: microcystin 39 ug/L; Danger advisory8/5/19: microcystin 38 ug/L; Danger advisory7/8/19: water sample collected; warning advisory recommended.",none,"Iron Gate Reservoir, at Jay Williams",2019-09-09,Both,TRUE,Historical,>90 days
2038,5,5,38.159311,-120.41162,2019-06-07,No,Yes,Pond,Forest Meadows Golf Course Reclaimed Water Pond,Calaveras County Water District and Golf Course (Forest Meadows),Private property,Yes,10/9/19: Water Boards working with Calaveras Water District and Forest Meadows Golf Course to remediate the bloom. Bloom has been treated and water conditions will be managed to prevent future blooms.7/18/19: Bloom occuring in pond of Forest Meadows Golf Course. Nearby residents have filed complaint due to the odor. Water Boards and County are investigating the complaint.,none,Forest Meadows Golf Course Reclaimed Water Pond,2019-09-16,Observation,TRUE,Historical,>90 days
2040,9,37,32.9113,-117.1045,2019-07-24,No,Yes,Pond,Evan's Pond,City of San Diego,NA,No,"Bloom found throughout the pond (murky and dark green) with some clumps along the southern shoreline. Dead bluegill observed near cattails on eastern side of pond.Grab sample collected on 7/24/2019. Cyanotoxin results are as follows: Microcystin = 0.27 ug/L, Cylindrospermopsin = 0.08 ug/L, Anatoxin-a = ND, Saxitoxin = ND.Recommending Caution posting due to concentration and extent of cells.",caution - recommended,"Evan's Pond, Located adjacent to Scripps Miramar Branch Library",2019-07-24,Observation,TRUE,Historical,>90 days
2041,3,27,36.425108,-121.74716,2019-07-21,No,Yes,Pond,San Clemente Rancho Trout Pond,NA,Private Property,No,7/21/19: Report of suspected cyanobacteria bloom and suspected HAB-related dog illness. Water Boards and partner organizations are coordinating an investigation. Caution is recommended.,none - caution recommended,San Clemente Rancho Trout Pond,2019-07-21,Observation,TRUE,Historical,>90 days
2042,5,17,38.981029,-122.68986,2019-07-26,Yes,No,Lake/Reservoir,Lily Cove (LC01),Lake County,Lake County,No,"Winter HAB Monitoring Program by the Big Valley Rancheria Band of Pomo Indians and the Elem Indian Colony (November 2019 -May 2020). See results below.  For more information on the Clear Lake Cyanobacteria Monitoring Program, go to https://www.bvrancheria.com/clearlakecyanotoxins*********************************************11/04/19 - 0.13 ug/L microcystin; No advisory recommended.The Elem Indian Colony and the Big Valley Rancheria Band of Pomo Indians 2019 Summer Cyanobacteria Monitoring Program for analysis of cyanotoxin, Microcystin. See results below. For more information on the Clear Lake Cyanobacteria Monitoring Program, go to https://www.bvrancheria.com/clearlakecyanotoxins*********************************************SUMMER SAMPLING HAS ENDED; WINTER SAMPLING HAS BEGUN10/15/2019: Microcystin was detected at 0.92 ug/L, which is above the Caution advisory level. Caution is recommended. Practice healthy water habits and follow all posted signs. Contact Lake County Public Health for more information.10/01/2019: Microcystin was detected 0.11 ug/L.  Anatoxin-a was detected at 0.13 ug/L. A Caution sign is recommended any time anatoxin-a is detected. A press release was distributed by the county. Practice healthy water habits and follow all posted signs. Contact Lake County Public Health for more information.",none,Clear Lake Lily Cove (LC01),2019-11-04,Observation and Analytical,TRUE,Historical,>90 days
2043,8,30,33.648566,-117.95004,2019-07-24,No,No,NA,Unknown depressional wetland adjacent to the Greenville-Banning Channel,NA,"Orange County Parks District, http://www.ocparks.com/parks/talbert/amenities",No,7/30/19: Regional Water Boards staff observed cyanobacteria bloom in Talbert Nature Preserve. No swimming is allowed. Walking trails are nearby. Caution is recommended to advise pet owners to keep dogs out of the ponded wetland. The pond is not connected to the adjacent channel.,caution - recommended,"Ponded wetland, Talbert Nature Preserve",2019-07-24,Observation,TRUE,Historical,>90 days
2044,5,29,39.277089,-121.26307,2019-07-04,Yes,Yes,Lake/River,Englebright Lake - Blacks Ravine,https://www.spk.usace.army.mil/Locations/Sacramento-District-Parks/Englebright-Lake/,NA,Yes,"08/22/19 - According to Army Corps staff, no cyanobacteria bloom is occuring in lake. Floating scum material was due to hydrilla in lake. They placed out the USACE blue-green algae flyers to visitors on the lake as a precautionary measure until the material was identified. For additional information, contact the Englebright Lake Army Corps Park Office at (530) 432-6427.7/30/19 - Residents on Englebright Lake were notifed that cyanobacteria bloom is occuring near Blacks Ravine. Local Army Corps office distributed flyers recommending healthy water habits. The flyers and signs recommend caution; children and dogs should avoid discolored water and algal material.",none,"Englebright Lake, Blacks Ravine",2019-08-02,Observation,TRUE,Historical,>90 days
2045,8,36,34.2621062,-116.93094,2019-07-31,No,Yes,Lake/Reservoir,Big Bear Lake,Big Bear Municipal Water District,City of Big Bear Lake,No,"11/22/2019: The Regional Water Board issued press release stating that all Recreational health advisories are removed. This action is based on visual observations and results of water testing around the lake. 8/22/19: Regional Water Board is coordinating posting of advisory signs near North Shore Drive extending ~0.5 miles west of the observatory and near the observatory. Note: the cyanobacteria bloom may move due to wind and water currents, please avoid contact with bright to dull green surface scum and algal mats.  Follow us on twitter for photos of the bloom: @CaWaterBoards8/20/19: Water samples collected and tested. Cyanotoxins were detected at sites along the northern shoreline. Posting of danger advisory signs is recommended due to site indicators, cyanotoxins, and associated dog illness. 7/31/19: Report of cyanobacteria bloom along northern shoreline and dog illness after water recreation. Regional Water Board staff are collecting water samples on 8/1/19. The extent of cyanobacteria bloom is not known at this time. Caution advisory signs are recommended along the northern shoreline recreation areas to advise children and dogs avoid discolored water and algal material. Local agencies and Water District are notified.",none,Big Bear Lake,2019-08-20,Both,TRUE,Historical,>90 days
2047,6,36,34.510885,-117.27427,2019-07-23,No,No,NA,"Horseshoe Lake at Mojave Narrows Regional Park, Victorville Ca",Unknown,San Bernardino County Regional Parks,No,8/30/19: Water samples were tested and confirmed presence of cyanobacteria bloom. Cyanotoxin called saxitoxin was detected. Posting of caution advisory signs recommended based on site specific indicators. 8/1/19: Regional Parks staff reported dead fish and suspected bloom near the southern end of Horseshoe Lake Located in Mojave Narrows Regional Park. The lake does not support swimming but it is regularly fished and visited by families with dogs. Water Board has coordiated a field visit on 8/6/19.,caution - recommended,Horseshoe Lake at Mojave Narrows Regional Park,2019-08-20,Both,TRUE,Historical,>90 days
2048,8,36,34.2600851,-116.88489,2019-07-01,No,Yes,NA,"Big Bear Lake, CA",Big Bear Municipal Water District,City of Big Bear Lake,No,"11/22/2019: The Regional Water Board issued press release stating that all Recreational health advisories are removed. This action is based on visual observations and results of water testing around the lake. 8/22/19: Regional Water Board is coordinating posting of advisory signs near Stanfield Cutoff and nearby trailhead. Note: the cyanobacteria bloom may move due to wind and water currents, please avoid contact with bright to dull green surface scum and algal mats.  Follow us on twitter for photos of the bloom: @CaWaterBoards8/20/19: Water samples collected and tested. Cyanotoxins were detected at sites along the western side of Stanfield Cutoff. Posting of danger advisory signs is recommended due to site indicators and high concentration of microcystins. 8/1/19: Report indicates that cyanobacteria bloom is also observed on the eastern end of the lake near Stanfield Cutoff. The bloom is causing a septic-like smell. Posting of caution signs is recommended.",none,"Big Bear Lake, near Stanfield Cutoff",2019-08-20,Both,TRUE,Historical,>90 days
2050,6,36,34.511922,-117.26891,2019-08-02,No,No,NA,"Pelican Lake at Mojave Narrows Regoinal Park, Victorville CA",NA,San Bernardino County Regional Parks Dept,No,8/30/19: Water samples were tested and confirmed presence of cyanobacteria bloom. No cyanotoxins were detected. Posting of caution advisory signs recommended based on site specific indicators. 8/2/19: Regional Parks staff reported small fish call around the lake. Cyanobacteria bloom is suspected and further investigation will be conducted.,caution - recommended,Pelican Lake at Mojave Narrows Regional Park,2019-08-20,Both,TRUE,Historical,>90 days
2051,5,39,37.953360000000004,-121.29919,2019-07-31,No,Yes,River channel,Stockton Channel and McLeod Lake,City of Stockton,City of Stockton,No,"08/07/2019: Cyanobacteria bloom occuring in the Stockton Channel and McLeod Lake. Water sample was collected on July 31, 2019. Cyanobacteria and cyanotoxin detected. Microcystin concentration in the water sample was 1.15 ug/L, which is above the Caution advisory level for recreation. Microcystin in the scum sample was 48.5 ug/L. This is above the Danger advisory level. All boaters and recreational water users are urged to use caution when recreating in these waters. Rinse off with freshwater if water contact occurs. Avoid contact with the scum and avoid bloom areas until the bloom subsides.",caution is recommended for water; danger for scum,Stockton Channel and McLeod Lake,2019-07-31,both,TRUE,Historical,>90 days
2052,5,39,37.95183,-121.30408,2019-07-31,No,No,Slough,Mormon Slough at Weber Avenue,City of Stockton,City of Stockton,No,"08/28/2019: Cyanobacteria bloom still occuring in Stockton Channel and Mormon Slough. Sample collected at Morelli Boat Launch had 1.75 ug/L. Caution advisory still recommended. Contact San Joaquin County Environmental Health for more information.08/07/2019: Cyanobacteria bloom occuring in the Stockton Channel and Mormon Slough. Water sample was collected on July 31, 2019. Cyanobacteria and cyanotoxin detected. Microcystin concentration in Mormon Slough near Weber Avenue was 0.99 ug/L, which is at the Caution advisory level for recreation. No swimming is permitted in the slough. However, if water contact occurs rinse off with freshwater, and if possible, avoid contact with any scum, if present, and avoid contact with the water until the bloom subsides.",caution is recommended,Mormon Slough at Weber Avenue,2019-07-31,both,TRUE,Historical,>90 days
2053,5,39,37.95265,-121.31915,2019-07-31,No,No,river,San Joaquin River Port of Stockton Turning Basin,Port of Stockton and City of Stockton,Port of Stockton and City of Stockton,No,"08/07/2019: Cyanobacteria bloom occuring in the San Joaquin River Turning Basin near Port of Stockton and City of Stockton. Water sample was collected on July 31, 2019. Cyanobacteria and cyanotoxin detected. Microcystin concentration was 2.23 ug/L, which is above the Caution advisory level for recreation. All boaters and recreational water users are urged to use caution when recreating in these waters. Rinse off with freshwater if water contact occurs. If scum is present, avoid contact and avoid bloom areas until the bloom subsides.",caution is recommended,San Joaquin River Port of Stockton Turning Basin,2019-07-31,both,TRUE,Historical,>90 days
2054,6,2,38.6985,-119.9692,2019-07-30,Yes,Yes,NA,Red Lake,CA Dept Fish & Wildlife https://www.wildlife.ca.gov/Lands/Places-to-Visit/Red-Lake-WA,NA,No,9/12/19: Water sampling conducted on 9/4/19. Water manager maintains danger advisory posting due to lab results. 8/30/19: water sampling conducted on 8/19/19. Water manager maintains danger advisory posting. 8/5/19:Red Lake Depth Integrated Sample and Shoreline Sample. 08/05/2019: Microscopy identification showed moderate amounts of Dolichospermum and the presence of toxin producing genes for Microcystin. Further analysis did not indicate any detectible levels of cyanotoxin. (Elevated levels of Microcystins detected in the 07/30/2019 samples and the presence of site specific indicators of cyanobacteria supported the recommendation to post Danger Level Advisories at Red Lake.) Results from the 08/19/2019 sample event will help gauge whether the Danger Level Advisory should remain in place or be down-graded to Warning or Caution. 07/30/2019: Samples collected by Alpine Watershed Group. Microcystins detected at 51.7 ug/L; Danger Advisory.,danger,Red Lake,2019-09-04,Both,TRUE,Historical,>90 days
2055,8,36,34.053625,-117.04866,2019-07-30,Yes,Yes,NA,"Yuciapa Regional Park, middle lake #2",NA,San Bernardino Regional Parks,No,"8/8/19: County Parks staff reported suspected cyanobacteria blooms in all 3 lakes in the park. The middle lake (lake #2) reported to experienced a fish kill on 7/30/19, and the southern lake experienced a small fish kill shortly afterwards. Field investigation is being coordinated. The lakes are used for fishing and currently posted to recommend no fishing.",warning - no fishing,Yucaipa Regional Park Lakes,2019-07-30,Observation,TRUE,Historical,>90 days
2056,6,18,40.565,-120.3323,2019-07-28,Yes,Yes,NA,Eagle Lake near Christie Day Use Area,NA,"Lassen National Forest, Eagle Lake Ranger District",No,8/30/19: water samples collected on 8/13/19. Recommendation of posting caution advisory based on lab results and visual indicators. Posting done by Forest Service. 8/5/19: Water Boards staff confirmed cyanobacteria bloom and collected water samples for testing. Cyanobacteria bloom concentrated at Christie Day Use Area along the shoreline with mat/scum coating the shoreline and floating amongst the reeds. Small bloom occuring near Eagles Nest along the shoreline in the calmest waters. No advisory posted,caution,"Eagle Lake, southern end near Christie Day Use Area",2019-08-13,Both,TRUE,Historical,>90 days
2057,6,2,38.746101,-119.7785,2019-07-22,Yes,Yes,NA,Indian Creek Reservoir,South Tahoe Public Utility District,NA,No,"Alpine Watershed Group in coordination with the Lahontan Regional Water Board has initiated a new HAB monitoring program to more closely track the water quality in some of Alpine Countys most popular summer recreation reservoirs. AWG began these monitoring efforts in late June and plans to continue through mid October at Red Lake, Indian Creek, and Wet Meadow reservoirs at least once a month. Results are listed below for this lake only:8/8/19: Water samples collected, cyanotoxins elevated, warning advisory posted. Lake users should not swim. Children and dogs should stay away from algae and scum in the water. 8/2/19: Water samples collected, cyanotoxins detected, caution advisory posted. Lake users to stay away from algae and scum in the water and avoid drinking, or having pets drink the water. Fishing is allowed, but anglers should clean fish fillets with tap water before cooking and throw away the fish guts.",warning,Indian Creek Reservoir,2019-08-05,Both,TRUE,Historical,>90 days
2058,8,36,34.072829,-117.59026,2019-08-01,No,Yes,NA,Cucamonga-Guasti Regional Park Lakes,NA,San Bernardino Regional Parks,No,"County Parks staff reported small fish kill at lakes within park lakes. Lake water has become discolored, algae bloom suspected. Field investigation is being coordinated.",none,Cucamonga-Guasti Regional Park Lakes,2019-08-01,Observation,TRUE,Historical,>90 days
2059,6,9,38.928889,-120.009,2019-08-02,Yes,Yes,NA,Tahoe Keys Lagoons,Tahoe Keys Property OwnersAssociation (TKPOA),Tahoe Keys Property OwnersAssociation (TKPOA),No,8/20/19: Caution advisory remains posted at lagoons. Recent water samples detected elevated cyanotoxin in some areas. Children and dogs recommended to avoid areas with visible surface bloom.8/2/19: Caution advisory signs posted at lagoons. Routine water monitoring by TKPOA detected low concentration of cyanotoxins.,caution,Tahoe Keys Lagoons,2019-08-13,Both,TRUE,Historical,>90 days
2060,4,19,34.091908,-117.79491,2019-08-03,No,Yes,NA,Puddingstone Lake near Bonelli Park Trail,Unknown,NA,No,"8/29/19: Regional Water Board conducted field visit and collected water samples for testing on 8/23. Water samples were collected from the north east corner of the reservoir. Lab  detected high amount of green algae and not cyanobacteria; however, some dissolved cyanotoxins were detected. Caution advisory is recommended for NE corner near dead pond and a channel to northeast corner of the reservoir, the channel is parallel to Park Road.8/15/19: Report of suspected cyanobacteria bloom in creek along the Bonelli Park trail (by Park Rd on north-easternmost portion of Puddingstone lake). The bloom appears bright green with surface accumulation. Regional Water Board staff are coordinating a field investigation. Children and pets should avoid contact with the bloom.",caution - recommended,"Puddingstone Lake, NE corner",2019-08-23,both,TRUE,Historical,>90 days
2062,8,36,34.098889,-116.99786,2019-08-20,No,Yes,NA,"Mill Creek, near Mounthome Village",Unknown,NA,No,8/30/19: Water samples were collected on 8/22 and 8/23 at second location upstream. Algal mats were collected for testing. Lab confirmed presence of green algae and no visible presence of cyanobacteria. Algal mat sample contained very low levels of cyanotoxins. Caution sign is recommended to advise recreators to avoid algal mats (found on shoreline or floating in water). Water Boards are coordinating posting with San Bernardino Env. Health Dept. 8/20/19: Report of suspected cyanobacteria bloom in Mill Creek in areas flowing through Mounthome Village. Report indicates that the area is popular for swimming. Regional Water Board staff are coordinating a site investigation.,caution - recommended,"Mill Creek, near Mounthome Village",2019-08-22,both,TRUE,Historical,>90 days
2063,5,31,38.8637717,-121.05796,2019-07-21,No,Yes,NA,North Fork American River (off Cardiac Bypass Trail near Oregon Bar River Takeout),CA Department of Parks and Recreation (916) 988-0205; US Burea of Reclamation,CA Department of Parks and Recreation (916) 988-0205,No,"09/04/2019: Lab results did confirm presence of cyanobacteria mats. Toxin analysis did detect Anatoxin-a in mats. Water Boards recommend CA Dept Parks and Recreation keep Caution sign posted at the site to alert water users until mats disappear.08/26/19: On August 23, Regional Water Board, State Water Board, and CA Dept Parks and Recreation staff performed a site assessment. Benthic cyanobacteria (Phormidium sp.) mats were observed growing on the rocks in the side channel and pool area of the site (upstream/adjacent to Oregon Bar Raft Takeout Area). Two composite samples were collected and sent to the lab for cell ID and toxin testing. CA Parks and Rec has posted CAUTION advisory signs at the trail heads to area to alert dog owners.  Caution is recommended to prevent contact with algal mats. Contact Gold Fields District for information on  signs at (916) 988-0205.8/21/19: Report of suspect cyanobacteria bloom occuring on bottom of streambed and algal mats accumulated on shoreline. The impacted area includes an area of North Fork American River off Cardiac Bypass Trail near Oregon Bar River. Regional Water Board staff have scheduled a site investigation and the impacted area will be updated. Caution is recommended to prevent contact with algal mats.",caution - recommended,"North Fork American River, off Cardiac Bypass Trail near Oregon Bar River",2019-08-23,Observation,TRUE,Historical,>90 days
2066,2,7,38.02631,-122.13766,2019-08-22,No,Yes,NA,Martinez Marina,NA,NA,No,8/22/19: Report of confirmed cyanobacteria bloom occuring throughout the Martinez Marina. Dogs are reported to frequently swim from the boat docks. Recommendations include preventing dogs and children from contact with areas impacted by the bloom. The cyanobacteria bloom appears as greenish discolored water with small flecks near the water surface.,caution - recommended,Martinez Marina,2019-08-22,Observation,TRUE,Historical,>90 days
2070,5,3,38.441359,-120.91756,2019-08-01,No,Yes,Lake (private),Willow Creek Ranch Estates community lake,Willow Creek Ranch Estates Community Lake,Willow Creek Ranch Estates Community Lake,Yes,"08/28/19: Community resident reporting algae bloom in community lake where owners boat, swim and allow pets to swim. Lake has possible algae bloom occuring. Provided resident with link to HAB resources webpage for sampling, testing, mitigation, and signs for posting.",caution - recommended,Willow Creek Ranch Estates Community Lake,2019-08-01,Observation,TRUE,Historical,>90 days
2071,6,31,NA,NA,2019-08-25,Yes,Yes,NA,"North Lake Tahoe, King's Beach (Coon St.)in the area designated OK for dogs",NA,CA State Parks,No,"On 8/28/19 a report was filed indicating a dog death after recreating in and around site. The Dog owners did not observe an algae bloom in the area. Regional Water Board conducted an field visit the same day and collected water and algae scrapings for testing. Staff did not observe any indicators of a harmful algal bloom. Lab results from samples collected 08/28/2019 show no cyanobacteria cells and no quantifiable concentration of cyanotoxins. Evaluation of the dog by the HAB-related Illness Workgroup is ongoing. During this event investigation, the State Parks posted a caution advisory sign.",caution,"North Lake Tahoe, at King's Beach",2019-08-28,Both,TRUE,Historical,>90 days
2074,7,59,33.201693,-115.59722,2019-07-29,No,No,wetland cell,"Salton Sea wetland cell, off of Garst Road, east of Sinclair",JPA/ US Fish and Wildlife,na,No,7/29/19: none observed,none,"Salton Sea south of Niland, near Alamo River outlet",2019-07-29,yes,TRUE,Historical,>90 days
2081,5,34,38.4291485,-121.38518,2019-09-01,No,No,man-made lake,Laguna Creek at Camden Lake,Cosumnes Community Services District (916) 405-5300,Cosumnes Community Services District (916) 405-5300,No,"11/26/19 Update: Cosumnes Community Services District staff contune to monitor water conditions at Camden Lake. Potentially-toxic cyanobacteria are still present in moderate numbers in the lake. Caution signs will remain posted. Pet owners are advised to keep dogs out of the water (no swimming) and not allow them to drink the water. Contact the Cosumnes CSD Parks and Rec Dept for more information (916) 405-5300.11/20/19 Update: Cosumnes Community Services District staff continue to monitor water conditions at Camden Lake. The toxin-producing cyanobacteria, Planktothrix, is still present in high numbers in the lake. Caution signs will remain posted at  the lake until the density of potential toxin-producing cyanobacteria genera have decreased. Pet owners are advised to keep dogs out of the water (no swimming) and not allow them to drink the water. Contact the Cosumnes CSD Parks and Rec Dept for more information (916) 405-5300.10/18/19 Update: Cosumnes Community Services District staff continue to monitor water conditions at Camden Lake. Conditions are improving but Caution signs will remain posted near the weir until the density of potential toxin-producing cyanobacteria genera have decreased. Pet owners are advised to keep dogs out of the water (no swimming) and not allow them to drink the water. Contact the Cosumnes CSD Parks and Rec Dept for more information (916) 405-5300.UNDER INVESTIGATION - Report of possible cyanobacteria bloom in Camden Lake. Information shared with Cosumnes Community Services District. Until positive identification is made by sampling, it is recommended that Caution signs be posted at the lake and pet owners advised to keep dogs out of the water (no swimming) and not allow them to drink the water. Contact the Cosumnes CSD Parks and Rec Dept for more information (916) 405-5300.",caution,Laguna Creek at Camden Lake,2019-11-20,Observation,TRUE,Historical,>90 days
2085,1,23,39.375016,-123.06304,2019-08-14,No,Yes,NA,Eel River at Trout Creek Campground,NA,NA,Yes,November 2019: Recreational health advisory signs have been removed from the river. 9/6/19: Caution advisory posted on Eel River from Trout Creek Campground through Van Arsdale dam.,none,"Eel River, at Trout Creek Campground to Van Arsdale dam",2019-09-06,Both,TRUE,Historical,>90 days
2086,7,59,33.504212,-115.91756,2019-09-04,Yes,No,Inland Lake,Salton Sea State Recreation Area,JPA,na,No,"TOXIN TESTING RESULTS AND ADVISORY RECOMMENDATIONS:11/19/2019- Water near shore was turbid with detritus, some floating algal material present. Sample contained low amount of both Oscillatoria sp and Spirulina. Microcystin was detected at 0.60 ug/L, saxitoxin detected at 0.20 ug/L.9/4/2019- Low amount of Phormidium sp. observed in sample; qPCR analysis was negative, however, toxins were still detected in the sample. Saxitoxin concentration was 0.22 ug/L; Microcystin concentration was 0.70 ug/L",caution,Salton Sea State Recreation Area,2019-09-05,yes,TRUE,Historical,>90 days
2087,7,59,33.34531,-115.73031,2019-09-04,No,No,Inland Lake,Salton Sea at Bombay Beach,JPA,na,No,"TOXIN TESTING RESULTS AND ADVISORY RECOMMENDATIONS:11/19/2019- Water was relatively clear, calm. Sample contained low amount of Oscillatoria sp. and low amount of Planktothrix sp. Microcystin was detected at 0.61 ug/L, saxitoxin was detected at 0.21 ug/L.9/4/2019-Water was choppy; high suspended silt concentration gave water a milky-brown appearance. No odors detected, water temp= 22.3C. TOXIN RESULTS- microcystin concentration= 0.59 ug/L, saxitoxin concentration= 0.24 ug/L.",caution,Bombay Beach at Salton Sea,2019-09-05,Analytical,TRUE,Historical,>90 days
2088,7,59,33.174609,-115.64103,2019-09-04,No,No,Inland lake,Salton Sea Obsidian Butte Boat Launch,JPA,na,No,"TOXIN TESTING RESULTS AND ADVISORY RECOMMENDATIONS:11/19/2019-  Sample contained high amount of detritus. Although no cyanobacteria was detected in the sample, microcystin was detected at 0.59 ug/L, and saxitoxin was detected at 0.21 ug/L.10/9/2019: Windy, water was moderately choppy with heavy suspended silt giving water a milky brown appearance. No noticeable odors. ANALYSIS: microcystin concentration= 0.43 ug/L, saxitoxin concentration= 0.15ug/L.",caution,Salton Sea Obsidian Butte,2019-09-05,Analytical,TRUE,Historical,>90 days
2089,7,59,33.328826,-115.9384,2019-09-04,No,No,Inland lake,Salton Sea at West Shores,JPA,na,No,"TOXIN TESTING RESULTS AND ADVISORY RECOMMENDATIONS:10/9/2019: Algal mats covering much of the submerged bottom crust and mud formations; moderate hydrogen sulfide odor when sediments are disturbed at waters edge. Water is heavy with dead Corixid, shoreline too. ANALYSIS: microcystin concentration= 0.82 ug/L, saxitoxin concentration= 0.23. Caution level warnings are posted. It is recommended that people stay away from the water due to the hazard of getting trapped in the sludge.7/29/19: No bloom observed",caution,West Shores at Salton Sea,2019-09-05,yes,TRUE,Historical,>90 days
2090,7,59,33.403852,-116.03614,2019-09-04,Yes,No,Inland Lake,"Salton Sea at Desert Shores Harbor, Capri Ln",JPA,na,No,"TOXIN TESTING RESULTS AND ADVISORY RECOMMENDATIONS:10/9/2019: Harbor has reached surface salinity saturation with thin, buoyant salt crust (1.0 to 2.0mm) formed on much of the water's surface. Color of water ranges from pinkish to red, due to extremely high concentrations of halophilic bacteria (confirmed). Strong hydrogen sulfide odor observed upon disturbing wet bank sediments. A single horsefly larva was observed burrowed in the wet gypsum crust at the waters edge. ANALYSIS: anatoxin-a concentration= 0.78 ug/L, microcystin concentration= 2.33 ug/L, saxitoxin concentration= 1.36. Caution level warnings are posted. It is recommended that people avoid the harbor due to hazardous terrain.",caution,Desert Shores Harbor at Capri Lane,2019-09-05,Analytical,TRUE,Historical,>90 days
2091,5,45,40.653797,-122.59994,2019-08-15,Yes,No,Gulch,Grizzly Gulch,National Park Service,National Park Service,Yes,12/10/2019: UPDATE - Bloom at Grizzly Gulch gone. National Park Service removing closure signs.11/06/2019: UPDATE - National Park Service noted Grizzly Gulch is still blooming. Water appears to be pea green in color. Posting and area closure will remain in place.10/22/2019: UPDATE - National Park Service noted that the gulch remains turbid with suspected bloom. Posting and area closure will remain in place.8/15/2019: National Park Service noticed a bloom throughout Grizzly Gulch. Grizzly Gulch is a cut off arm of Whiskeytown Lake north of Oak Bottom and SHY 299. A Caution sign has been posted at the area to alert water users of the bloom.,none,Grizzly Gulch at Whiskeytown Lake,2019-12-10,Observation,TRUE,Historical,>90 days
2092,5,45,40.623064,-122.53014,2019-08-15,Yes,No,Pond,Pond 2,Bureau of Reclamation,National Park Service,Yes,11/06/2019: UPDATE - NPS noted bloom in Pond 2 has cleared and remained clear. Signs will be removed.10/22/2019: UPDATE - NPS noted Pond 2 has cleared and there are no signs of cyanobacteria. Posting and area closure will remain till end of month and then be removed.08/22/2019: National Park Service noticed cyanobacteria bloom occuring in the entire Pond 2 at Whiskeytown Lake. Pond 2 is the middle pond on the north side of SHY 299 west of the Whiskeytown Lake visitors center. Area closed to Public and a Caution sign posted to alert the public.,none,Whiskeytown Lake Pond 2,2019-11-06,Observation,TRUE,Historical,>90 days
2093,5,18,40.336537,-121.20889,2019-07-31,Yes,No,Lake,Last Chance arm of Lake Almanor,USFS and PG&E,USFS and PG&E,Yes,"10/22/2019: Bloom appears to have subsided, and signs have been removed.08/29/2019: Water Board staff revisited the site and bloom still present. Caution sign remains posted.07/31/2019 - Redding Water Board staff conducted site visit at the Last Chance Arm of Lake Almanor. Staff noticed posted Caution sign at main access road along edge of lake. Staff observed light golden, green color to water and floating material along eastern shore off Last Chance Creek campground road.  North embayment (north of State HWY 36 causeway) of Lake Almanor. Cyanobacteria, Gloeotrichia sp., observed under the microscope.",none,Last Chance arm of Lake Almanor,2019-10-10,Observation,TRUE,Historical,>90 days
2094,5,45,41.100238,-121.41234,2019-08-30,No,Yes,Lake,Rat Farm Boat Ramp access to Big Lake,Pacific Gas and Electric,Pacific Gas and Electric,Yes,"12/10/2019: Update: Bloom status closed.10/24/2019: UPDATE: PG&E conducted water quality testing and found presence of the cyanotoxins, Microcystin (2.5 ug/L) and Cylindrospermopsin (0.5 ug/L). Caution signs will remain posted at the site until the bloom dissipates and water color returns to normal.  Practice healthy water habits and follow all posted signs.09/17/2019: PG&E posted caution signs at the Rat Farm boat ramp access point to Big Lake. Cyanobacteria (dark brown and green) mats were observed near the boat ramp area. Mats composed of filamentous cyanobacteria such as Oscillatoria. No testing was conducted but signs were posted.",none,Rat Farm Boat Ramp access to Big Lake,2019-12-10,Both,TRUE,Historical,>90 days
2095,1,49,38.456755,-122.65368,2019-09-06,Yes,Yes,NA,Spring Lake,NA,Sonoma County Regional Parks,No,9/6/19: Sonoma County Regional Parks posted caution advisory signs at lake due to visible cyanobacteria bloom and scum. Water samples were collected for lab testing. This report will be updated with lab results once available. Children and dogs advised to avoid surface cyanobacteria materials and scum.,caution,Spring Lake,2019-09-06,Observation,TRUE,Historical,>90 days
2096,1,49,38.454808,-122.66698,2019-09-06,Yes,Yes,NA,Ralphine Lake,NA,City of Santa Rosa Recreation and Parks,No,9/6/19: City of Santa Rosa Recreation and Parks has closed the lake for water recreation until further notice.,closed,Ralphine Lake,2019-09-06,Both,TRUE,Historical,>90 days
